000000000000463,ROLLO INTE/CHOCO BOTE                ,      4.34,      4.83,      0.00,      0.00,4.77,     3,1,000,S,S,000000000000463,
000000000000471,G.RIZADA INT/M.TURIA                 ,      3.45,      3.84,      0.00,      0.00,3.8,     2,1,000,S,S,000000000000471,
000000000000477,TEJAS COCO GR.                       ,      4.32,      4.82,      0.00,      0.00,4.75,     2,1,000,S,S,000000000000477,
000000000000479,CHOKIS GR.                           ,      3.98,      4.43,      0.00,      0.00,4.38,     2,1,000,S,S,000000000000479,
000000000000482,TORTA INT.SESAMO                     ,      3.24,      3.60,      0.00,      0.00,3.56,     2,1,000,S,S,000000000000482,
000000000000483,TORTA INTEGRAL 1*3                   ,      3.24,      3.60,      0.00,      0.00,3.56,     2,1,000,S,S,000000000000483,
000000000000484,BARQUILLO INTEGRAL                   ,      3.24,      3.60,      0.00,      0.00,3.56,     3,1,000,S,S,000000000000484,
000000000000486,COOKIES MUESLI PASAS 1*3             ,      3.24,      3.60,      0.00,      0.00,3.56,     2,1,000,S,S,000000000000486,
000000000000488,GALLETA CASTELLANA PTE.              ,      1.29,      1.44,      0.00,      0.00,1.42,    10,1,000,S,S,000000000000488,
000000000000493,COOKIES CHOCO S/AZUCAR               ,      4.45,      4.96,      0.00,      0.00,4.9,     2,1,000,S,S,000000000000493,
000000000000498,SURTIDO INTEGRAL PTE.                ,      1.68,      1.87,      0.00,      0.00,1.85,     6,1,000,S,S,000000000000498,
000000000000499,BARQUILLO CHOCO INTE.                ,      3.45,      3.84,      0.00,      0.00,3.8,     3,1,000,S,S,000000000000499,
000000000000521,ANTOJOS DULCINEA                     ,      5.19,      5.78,      0.00,      0.00,5.71,     2,1,000,S,S,000000000000521,
000000000000524,ROSCO FRITO CALADO                   ,      4.45,      4.96,      0.00,      0.00,4.9,     3,1,000,S,S,000000000000524,
000000000000529,ANTOJOS DULCINEA S/A                 ,      6.37,      7.09,      0.00,      0.00,7.01,     2,1,000,S,S,000000000000529,
000000000000541,MAGDALENAS GRANEL                    ,      2.98,      3.32,      0.00,      0.00,3.28,     3,1,000,S,S,000000000000541,
000000000000542,MAGD.RELLENA CHOCO.                  ,      3.59,      4.00,      0.00,      0.00,3.95,     2,1,000,S,S,000000000000542,
000000000000543,ROSCO VIENTO GR.                     ,      4.24,      4.72,      0.00,      0.00,4.66,     2,1,000,S,S,000000000000543,
000000000000544,BIZCOCHO MARMOL GR.                  ,      4.24,      4.72,      0.00,      0.00,4.66,     3,1,000,S,S,000000000000544,
000000000000545,VACIO                                ,      3.70,      3.99,      0.00,      0.00,4.07,     3,1,000,S,S,000000000000545,
000000000000546,VACIO                                ,      3.65,      3.94,      0.00,      0.00,4.02,     3,1,000,S,S,000000000000546,
000000000000550,DOMINGUEROS AGUSTIN                  ,      4.45,      4.95,      0.00,      0.00,4.9,     2,1,000,S,S,000000000000550,
000000000000551,BIZCOCHO DE NUEZ                     ,      4.24,      4.72,      0.00,      0.00,4.66,     3,1,000,S,S,000000000000551,
000000000000635,BOLLO INT.CHOCO/ALMENDRA             ,      5.17,      5.76,      0.00,      0.00,5.69,     2,1,000,S,S,000000000000635,
000000000000640,BOLLO LECHE INTEGRAL                 ,      4.87,      5.43,      0.00,      0.00,5.36,     2,1,000,S,S,000000000000640,
000000000000641,VACIO                                ,      4.56,      4.92,      0.00,      0.00,5.02,     2,1,000,S,S,000000000000641,
000000000000642,MINI MAGD/CHOCO INT.                 ,      4.45,      4.96,      0.00,      0.00,4.9,     2,1,000,S,S,000000000000642,
000000000000645,VACIO                                ,      4.56,      4.92,      0.00,      0.00,5.02,     3,1,000,S,S,000000000000645,
000000000000646,VACIO                                ,      4.56,      4.92,      0.00,      0.00,5.02,     3,1,000,S,S,000000000000646,
000000000000648,PASTAS INT.RELLENAS ENV.             ,      4.19,      4.67,      0.00,      0.00,4.61,     3,1,000,S,S,000000000000647,
000000000000649,NAPOLITANA INTEGRAL ENV.             ,      4.56,      4.92,      0.00,      0.00,5.02,     2,1,000,S,S,000000000000649,
000000000000650,TORTAS LECHE OMEGA 3                 ,      4.99,      5.56,      0.00,      0.00,5.49,     2,1,000,S,S,000000000000650,
000000000000653,VACIO                                ,      4.63,      5.00,      0.00,      0.00,5.09,     2,1,000,S,S,000000000000653,
000000000000803,ORANXINAS MALTITOL                   ,      4.48,      4.99,      0.00,      0.00,4.93,     2,1,000,S,S,000000000000803,
000000000000804,VACIO                                ,      4.50,      4.86,      0.00,      0.00,4.95,     2,1,000,S,S,000000000000804,
000000000000846,ROSQUILLA JEREZ GR.                  ,      4.20,      4.67,      0.00,      0.00,4.62,     2,1,000,S,S,000000000000846,
000000000000861,EMPANADILLAS HOJ/CABELLO             ,      3.98,      4.43,      0.00,      0.00,4.38,     2,1,000,S,S,000000000000861,
000000000000862,EMPANADILLAS CHOCOLATE               ,      3.98,      4.33,      0.00,      0.00,4.38,     2,1,000,S,S,000000000000719,
000000000000864,VACIO                                ,      3.98,      4.33,      0.00,      0.00,4.38,     2,1,000,S,S,000000000000864,
000000000000865,VACIO                                ,      3.98,      4.33,      0.00,      0.00,4.38,     2,1,000,S,S,000000000000865,
000000000000866,VACIO                                ,      3.85,      4.16,      0.00,      0.00,4.24,     2,1,005,S,S,000000000000368,
000000000000871,VACIO                                ,      4.14,      4.48,      0.00,      0.00,4.55,     2,1,005,S,S,000000000000359,
000000000000883,VACIO                                ,      3.18,      3.44,      0.00,      0.00,3.5,     2,1,000,S,S,000000000000883,
000000000000901,VACIO                                ,      3.68,      3.97,      0.00,      0.00,4.05,     2,1,000,S,S,000000000000901,
000000000000902,VACIO                                ,      2.92,      3.15,      0.00,      0.00,3.21,     2,1,000,S,S,000000000000902,
000000000000903,VACIO                                ,      3.79,      4.09,      0.00,      0.00,4.17,     3,1,000,S,S,000000000000903,
000000000000904,VACIO                                ,      2.90,      3.13,      0.00,      0.00,3.19,     3,1,000,S,S,000000000000904,
000000000000931,VACIO                                ,      3.60,      3.90,      0.00,      0.00,3.96,     2,1,000,S,S,000000000000931,
000000000000934,VACIO                                ,      3.20,      3.45,      0.00,      0.00,3.52,     2,1,000,S,S,000000000000934,
000000000000935,VACIO                                ,      3.20,      3.45,      0.00,      0.00,3.52,     1,1,000,S,S,000000000000935,
000000000000937,VACIO                                ,      3.61,      3.90,      0.00,      0.00,3.97,     2,1,005,S,S,000000000000937,
000000000000951,ROSCOS FONDAN                        ,      4.50,      5.01,      0.00,      0.00,4.95,     2,1,000,S,S,000000000000951,
000000000000954,VACIO                                ,      3.27,      3.53,      0.00,      0.00,3.6,     2,1,000,S,S,000000000000954,
000000000000962,VACIO                                ,      4.40,      4.75,      0.00,      0.00,4.84,     2,1,000,S,S,000000000000962,
000000000000963,VACIO                                ,      3.45,      3.73,      0.00,      0.00,3.8,     2,1,000,S,S,000000000000963,
000000000000965,ROSQUILLAS SANTA CLARA               ,      4.28,      4.76,      0.00,      0.00,4.71,     2,1,000,S,S,000000000000965,
000000000000966,PASTA ALMD/PINON MALTITOL            ,      4.20,      4.68,      0.00,      0.00,4.62,     2,1,000,S,S,000000000000000,
000000000000971,VACIO                                ,      3.99,      4.30,      0.00,      0.00,4.39,     2,1,000,S,S,000000000000971,
000000000000972,VACIO                                ,      4.41,      4.76,      0.00,      0.00,4.85,     2,1,000,S,S,000000000000972,
000000000000973,VACIO                                ,      3.99,      4.31,      0.00,      0.00,4.39,     2,1,000,S,S,000000000000973,
000000000001011,VACIO                                ,      4.06,      4.38,      0.00,      0.00,4.47,     2,1,000,S,S,000000000001011,
000000000001055,MAGDALENAS HERAS PTE.                ,      0.78,      0.87,      0.00,      0.00,0.86,     9,1,000,S,S,000000000000000,
000000000001091,VACIO                                ,      7.20,      7.78,      0.00,      0.00,7.92,     2,1,000,S,S,000000000001091,
000000000001151,VACIO                                ,      3.25,      3.51,      0.00,      0.00,3.58,     2,1,000,S,S,000000000001151,
000000000001163,VACIO                                ,      3.50,      3.78,      0.00,      0.00,3.85,     2,1,000,S,S,000000000001163,
000000000001181,SOLETILLAS DE BIZCOCHO               ,      0.71,      0.79,      0.00,      0.00,0.78,    12,1,000,S,S,000000000001181,
000000000001202,VACIO                                ,      3.10,      3.35,      0.00,      0.00,3.41,     3,1,000,S,S,000000000001202,
000000000001204,VACIO                                ,      3.10,      3.35,      0.00,      0.00,3.41,     1,1,000,S,S,000000000001204,
000000000001381,VACIO                                ,      3.19,      3.45,      0.00,      0.00,3.51,     5,1,000,S,S,000000000001381,
000000000001385,ROSQUILLOS DE YEMA                   ,      4.72,      5.26,      0.00,      0.00,5.19,     2,1,000,S,S,000000000000000,
000000000001401,VACIO                                ,      4.48,      4.83,      0.00,      0.00,4.93,     3,1,000,S,S,000000000001401,
000000000001404,VACIO                                ,      4.76,      5.14,      0.00,      0.00,5.24,     3,1,000,S,S,000000000001402,
000000000001411,VACIO                                ,      5.32,      5.74,      0.00,      0.00,5.85,     2,1,000,S,S,000000000001411,
000000000001431,VACIO                                ,      4.02,      4.35,      0.00,      0.00,4.42,     2,1,000,S,S,000000000001431,
000000000001472,VACIO                                ,      5.25,      5.72,      0.00,      0.00,5.78,     2,1,005,S,S,000000000000757,
000000000001474,VACIO                                ,      4.41,      4.91,      0.00,      0.00,4.85,     2,1,000,S,S,000000000001474,
000000000001507,CORTADITO  BIZCOCHO INT.             ,      4.93,      5.49,      0.00,      0.00,5.42,     2,1,000,S,S,000000000001507,
000000000001561,VACIO                                ,      5.34,      4.85,      0.00,      0.00,5.87,     2,1,000,S,S,000000000001561,
000000000001571,ABANICOS MONTEDULCE                  ,      4.49,      5.00,      0.00,      0.00,4.94,     3,1,000,S,S,000000000000000,
000000000001572,CIGARRETES MONTEDULCE                ,      4.35,      4.84,      0.00,      0.00,4.79,     3,1,000,S,S,000000000000000,
000000000001681,HOJA CANARIA TORCADUL                ,      4.57,      5.09,      0.00,      0.00,5.03,     2,1,000,S,S,000000000000000,
000000000001683,QUESITOS TORCADUL                    ,      4.85,      5.40,      0.00,      0.00,5.34,     2,1,000,S,S,000000000000000,
000000000001684,LOQUITAS TORCADUL                    ,      4.96,      5.52,      0.00,      0.00,5.46,     2,1,000,S,S,000000000000000,
000000000001685,SOL Y SOMBRA TORCADUL                ,      4.45,      4.96,      0.00,      0.00,4.9,     2,1,000,S,S,000000000000000,
000000000001688,TORCANIS MALTITOL                    ,      4.91,      5.47,      0.00,      0.00,5.4,     2,1,000,S,S,000000000001688,
000000000001690,QUESITOS MALTITOL                    ,      4.91,      5.47,      0.00,      0.00,5.4,     2,1,000,S,S,000000000001690,
000000000001701,VACIO                                ,      5.22,      5.81,      0.00,      0.00,5.74,     1,1,000,S,S,000000000000000,
000000000001703,VACIO                                ,      5.00,      5.57,      0.00,      0.00,5.5,     1,1,000,S,S,000000000000000,
000000000001732,PESTINOS MALTITOL C.R.               ,      5.94,      6.62,      0.00,      0.00,6.53,     2,1,002,S,S,000000000001732,
000000000001751,PALITAS ALM.RELLENAS BARTOL          ,      5.78,      6.44,      0.00,      0.00,6.36,     3,1,002,S,S,000000000000000,
000000000001752,LOTTOS INT/NARANJA BARTOL            ,      4.39,      4.89,      0.00,      0.00,4.83,     3,1,002,S,S,000000000000000,
000000000001753,DIANAS RELLENAS BARTOL               ,      5.58,      6.22,      0.00,      0.00,6.14,     3,1,002,S,S,000000000000000,
000000000001754,PASTAS RIZ.MANTEQUILLA BARTOL        ,      5.58,      6.22,      0.00,      0.00,6.14,     3,1,002,S,S,000000000000000,
000000000001755,LOTTOS RELLENOS BARTOL               ,      5.16,      5.74,      0.00,      0.00,5.68,     3,1,002,S,S,000000000000000,
000000000001756,COOQUIES AVELLANA/CHOCO BARTOL       ,      5.94,      6.62,      0.00,      0.00,6.53,     3,1,002,S,S,000000000000000,
000000000001757,ROSQUILLAS 7 CEREALES                ,      5.00,      5.57,      0.00,      0.00,5.5,     2,1,000,S,S,000000000001757,
000000000001771,CROISSANT RELLENO                    ,      4.55,      5.06,      0.00,      0.00,5.01,     2,1,000,S,S,000000000001771,
000000000001801,PASTEL MILDRED                       ,      1.55,      1.73,      0.00,      0.00,1.71,     8,1,000,S,S,000000000001801,
000000000001805,SURT.BARQUILLO MILDRED               ,      1.74,      1.94,      0.00,      0.00,1.91,    10,1,000,S,S,000000000001805,
000000000001822,PASTAS THE RELLENA PTE.              ,      0.74,      0.82,      0.00,      0.00,0.81,    12,1,000,S,S,000000000000000,
000000000001831,ROMBOS MANGO S/A ENV.                ,      4.02,      4.51,      0.00,      0.00,4.42,     2,1,000,S,S,000000000000000,
000000000001833,GALLETA 8 CEREALES S/A ENV.          ,      4.05,      4.51,      0.00,      0.00,4.46,     2,1,000,S,S,000000000000000,
000000000001835,ROLLO NARANJA S/A ENV.               ,      4.25,      4.73,      0.00,      0.00,4.68,     2,1,000,S,S,000000000000000,
000000000001836,ROLLO NARANJA S/A GR.                ,      3.98,      4.43,      0.00,      0.00,4.38,     3,1,000,S,S,000000000000000,
000000000001838,GALLETA DECORADA                     ,      7.29,      8.12,      0.00,      0.00,8.02,     2,1,000,S,S,000000000000000,
000000000001839,ROLLO NARANJA LOZANO                 ,      3.57,      3.98,      0.00,      0.00,3.93,     3,1,000,S,S,000000000000000,
000000000003102,MANTECADOS A MONO                    ,      3.83,      4.27,      0.00,      0.00,4.21,     4,1,003,S,S,000000000003102,
000000000003103,MANTECADO DOBLE                      ,      4.47,      4.98,      0.00,      0.00,4.92,     5,1,003,S,S,000000000003103,
000000000003104,MANTECADO DE CHOCOLATE               ,      3.74,      4.17,      0.00,      0.00,4.11,     5,1,003,S,S,000000000005104,
000000000003105,MANTECADO DE LIMON                   ,      3.74,      4.17,      0.00,      0.00,4.11,     4,1,003,S,S,000000000003105,
000000000003107,MANTECADO CASERO                     ,      3.93,      4.38,      0.00,      0.00,4.32,     5,1,003,S,S,000000000003107,
000000000003108,MANT.CASERO ALMENDRA                 ,      5.21,      5.68,      0.00,      0.00,5.73,     5,1,003,S,S,000000000005108,
000000000003110,MANTECADO ALMENDRA                   ,      4.61,      5.14,      0.00,      0.00,5.07,     5,1,003,S,S,000000000003110,
000000000003111,MANTE.ALMENDR/MONO                   ,      4.80,      5.18,      0.00,      0.00,5.28,     5,1,003,S,S,000000000003111,
000000000003113,MANTECADO BOMBON                     ,      4.61,      5.14,      0.00,      0.00,5.07,     5,1,003,S,S,000000000003113,
000000000003114,MANT.ACEIT.ALMENDRA                  ,      6.98,      7.77,      0.00,      0.00,7.68,     5,1,003,S,S,000000000003114,
000000000003116,POLVORON ALM.MONO                    ,      4.97,      5.54,      0.00,      0.00,5.47,     5,1,003,S,S,000000000003116,
000000000003117,POLVORONES FLECOS                    ,      4.47,      4.98,      0.00,      0.00,4.92,     5,1,003,S,S,000000000003117,
000000000003118,ALFAJORES ALMENDRA                   ,      6.96,      7.74,      0.00,      0.00,7.66,     3,1,003,S,S,000000000003118,
000000000003119,ALFAJOR TITA PEPA                    ,     13.45,     14.98,      0.00,      0.00,14.8,     3,1,003,S,S,000000000003119,
000000000003120,HOJALDRE ESPECIAL                    ,      4.65,      5.19,      0.00,      0.00,5.12,     3,1,003,S,S,000000000003120,
000000000003121,HOJALDRE RELLENO SAB.                ,      4.93,      5.49,      0.00,      0.00,5.42,     3,1,003,S,S,000000000003121,
000000000003126,ROSCO VINO ALME.MONO                 ,      5.09,      5.67,      0.00,      0.00,5.6,     4,1,003,S,S,000000000003126,
000000000003128,CHARITAS ALMENDRA                    ,      7.80,      8.68,      0.00,      0.00,8.58,     4,1,003,S,S,000000000003128,
000000000003129,MANT.CHOCOCRUJIENTE                  ,      4.39,      4.89,      0.00,      0.00,4.83,     5,1,003,S,S,000000000003129,
000000000003130,CHOCOROSCO                           ,      6.42,      7.15,      0.00,      0.00,7.06,     2,1,003,S,S,000000000003130,
000000000003131,CHOCOALMENDRA                        ,      9.30,     10.36,      0.00,      0.00,10.23,     3,1,003,S,S,000000000003131,
000000000003132,CHOCOALFAJOR                         ,      6.32,      6.89,      0.00,      0.00,6.95,     3,1,003,S,S,000000000003132,
000000000003133,CHOCOCHARITAS                        ,      8.24,      9.18,      0.00,      0.00,9.06,     3,1,003,S,S,000000000003133,
000000000003134,MAZAPAN SOTO PATRIARCA               ,     10.47,     11.66,      0.00,      0.00,11.52,     3,1,003,S,S,000000000003134,
000000000003136,PINONATE SUPREMA                     ,     43.13,     48.05,      0.00,      0.00,47.44,     2,1,003,S,S,000000000003136,
000000000003139,HUESOS SANTO                         ,     10.47,     11.66,      0.00,      0.00,11.52,     3,1,003,S,S,000000000003139,
000000000003141,MAZP/FIGURAS SUPR.PATRIARCA          ,     12.21,     13.60,      0.00,      0.00,13.43,     3,1,003,S,S,000000000003141,
000000000003142,BOMBONES COCO                        ,      5.46,      6.09,      0.00,      0.00,6.01,     3,1,003,S,S,000000000003142,
000000000003146,CEREZAS MARRASQUINO                  ,     11.62,     12.94,      0.00,      0.00,12.78,     3,1,003,S,S,000000000003146,
000000000003148,FRUTA CONF.CHOCOLATE                 ,     11.29,     12.57,      0.00,      0.00,12.42,     4,1,003,S,S,000000000003148,
000000000003149,ALMEND.IMPERIAL PATRIARCA            ,     12.76,     14.22,      0.00,      0.00,14.04,     3,1,003,S,S,000000000003149,
000000000003151,BOMBON TRUFA ENV.                    ,      7.19,      7.83,      0.00,      0.00,7.91,     3,1,003,S,S,000000000003151,
